k,mu,R,cert,discovery_minus_cert,relative_cert_gap,cert_midpoint,cert_status,log_k,ceiling,headroom,log_k_minus_R,c,weight,rank_num,rank_den,cond,nit,moved_log_c,gate_failed_coords,spread,c_log_k,E_S,sd_S,eta
82000000,1,17.94571059,17.9440045871,0.0017060029000006693,9.506466135430246e-05,17.9440076232,PASS,18.22222981,18.22223003,0.276519,0.276519,0.055245005,1.0,1,1,1.0,72,0.0005,0,1.0,1.0066871767,1.11143045503,0.235042524744,-0.474086360107
83000000,1,17.95779171,17.9560789338,0.0017127761999979896,9.537788541361747e-05,17.9560819741,PASS,18.23435117,18.23435139,0.27656,0.276559,0.05521572,1.0,1,1,1.0,73,0.0004,0,1.0,1.00682282835,1.11153986021,0.234980219668,-0.474677657427
84000000,1,17.96974007,17.9680343646,0.0017057053999991467,9.492098346190194e-05,17.968037387,PASS,18.24632736,18.24632757,0.276588,0.276587,0.055161443,1.0,1,1,1.0,73,0.0007,0,1.0,1.00649374645,1.11116209189,0.234864699012,-0.473302681726
85000000,1,17.98150572,17.979786918,0.0017188020000027393,9.558721203703175e-05,17.9797899704,PASS,18.25816181,18.25816203,0.276656,0.276656,0.055162791,1.0,1,1,1.0,70,0.0,0,1.0,1.00717116421,1.11184071945,0.234867569097,-0.476186303109
86000000,1,17.99318656,17.9914661003,0.0017204597000031185,9.561728792540894e-05,17.9914691378,PASS,18.26985785,18.26985807,0.276672,0.276671,0.055112901,1.0,1,1,1.0,70,0.0003,0,1.0,1.0069048672,1.11152962526,0.2347613367,-0.475076632401
87000000,1,18.00471124,18.0029915056,0.001719734399998174,9.551580011889011e-05,18.0029945398,PASS,18.28141868,18.28141889,0.276708,0.276707,0.055076758,1.0,1,1,1.0,67,0.0003,0,1.0,1.00688127235,1.11147354871,0.234684346289,-0.474993541198
88000000,1,18.01610079,18.0143817,0.0017190899999981468,9.541964823777759e-05,18.0143847334,PASS,18.29284737,18.29284758,0.276747,0.276747,0.055043844,1.0,1,1,1.0,70,0.0002,0,1.0,1.00690863708,1.11147131301,0.234614212211,-0.475126003512
89000000,1,18.02738299,18.0256635201,0.0017194698999993818,9.538100460578177e-05,18.0256665374,PASS,18.30414693,18.30414713,0.276764,0.276764,0.054993718,1.0,1,1,1.0,69,0.0005,0,1.0,1.00661309437,1.11113065285,0.234507361835,-0.473889825826
90000000,1,18.03849355,18.0367661719,0.00172737810000001,9.57606628963764e-05,18.0367692111,PASS,18.31532023,18.31532043,0.276827,0.276827,0.05498784,1.0,1,1,1.0,73,0.0,0,1.0,1.00711989826,1.11163216308,0.234494829178,-0.47605383653
91000000,1,18.04952985,18.0478042314,0.0017256185999983131,9.56046287265656e-05,18.0478072538,PASS,18.32637006,18.32637027,0.27684,0.27684,0.05493769,1.0,1,1,1.0,73,0.0003,0,1.0,1.00680843743,1.11127551211,0.234387873167,-0.474749442471
92000000,1,18.06043714,18.0587157637,0.0017213763000007987,9.531199531091741e-05,18.0587187699,PASS,18.33729914,18.33729933,0.276862,0.276862,0.054888446,1.0,1,1,1.0,70,0.0006,0,1.0,1.00650585336,1.11092850975,0.234282801886,-0.47348123234
93000000,1,18.07119344,18.0694682605,0.0017251794999992853,9.546572038682607e-05,18.0694712835,PASS,18.34811005,18.34811025,0.276917,0.276917,0.054877896,1.0,1,1,1.0,67,0.0002,0,1.0,1.00690567518,1.11131880969,0.234260285598,-0.47519283691
94000000,1,18.08186142,18.0801320908,0.0017293291999997962,9.563889246972209e-05,18.0801351101,PASS,18.35880534,18.35880554,0.276944,0.276944,0.054844001,1.0,1,1,1.0,68,0.0003,0,1.0,1.00687033844,1.11125286733,0.234187930018,-0.475058075478
95000000,1,18.09240753,18.0906773636,0.0017301663999980121,9.562941787206206e-05,18.0906803831,PASS,18.36938745,18.36938764,0.27698,0.27698,0.054814827,1.0,1,1,1.0,73,0.0002,0,1.0,1.00691479514,1.1112709645,0.234125634475,-0.475261774507
96000000,1,18.1028572,18.1011263246,0.0017308753999998316,9.56133819582818e-05,18.1011293348,PASS,18.37985875,18.37985894,0.277002,0.277002,0.054775102,1.0,1,1,1.0,71,0.0004,0,1.0,1.00675863775,1.11107888946,0.234040782499,-0.474613391203
97000000,1,18.11318277,18.1114523826,0.001730387400002087,9.553193505384625e-05,18.1114553936,PASS,18.39022154,18.39022173,0.277039,0.277039,0.054747432,1.0,1,1,1.0,67,0.0003,0,1.0,1.00681740303,1.1111126197,0.233981661714,-0.474877470688
98000000,1,18.12341571,18.1216824209,0.0017332890999988138,9.563810308905693e-05,18.1216854258,PASS,18.40047804,18.40047822,0.277063,0.277062,0.054712028,1.0,1,1,1.0,72,0.0004,0,1.0,1.00672746955,1.11099063327,0.23390599429,-0.474509572147
99000000,1,18.13353447,18.1318029692,0.0017315008000018395,9.548611732954891e-05,18.1318059721,PASS,18.41063041,18.41063059,0.277096,0.277096,0.054681671,1.0,1,1,1.0,74,0.0004,0,1.0,1.00672403488,1.1109596967,0.233841094134,-0.474508969896
100000000,1,18.14355088,18.1418127365,0.001738143499999012,9.579952190698252e-05,18.1418157438,PASS,18.42068074,18.42068093,0.27713,0.27713,0.054658903,1.0,1,1,1.0,69,0.0003,0,1.0,1.00685420198,1.11106922608,0.233792406722,-0.475076276608
110000000,1,18.23857567,18.2368287388,0.0017469311999995796,9.578221630941532e-05,18.2368317254,PASS,18.51599092,18.51599109,0.277415,0.277415,0.054373786,1.0,1,1,1.0,69,0.0003,0,1.0,1.00678452807,1.11074030786,0.233181846819,-0.474909643988
120000000,1,18.32532858,18.3235713629,0.0017572170999997638,9.58900732572711e-05,18.3235743328,PASS,18.6030023,18.60300246,0.277674,0.277674,0.054118213,1.0,1,1,1.0,69,0.0003,0,1.0,1.00676124095,1.11048336901,0.232633191359,-0.474925217512
130000000,1,18.40514379,18.4033771307,0.001766659299999418,9.598725878790963e-05,18.4033800801,PASS,18.68304501,18.68304515,0.277901,0.277901,0.05387913,1.0,1,1,1.0,71,0.0004,0,1.0,1.0066262108,1.11012867019,0.232118761844,-0.474449671009
140000000,1,18.47904462,18.4772796309,0.0017649890999997808,9.551300601815316e-05,18.4772825509,PASS,18.75715298,18.75715311,0.278108,0.278108,0.053647363,1.0,1,1,1.0,66,0.0007,0,1.0,1.0062717948,1.10956029477,0.231618983151,-0.473019496406
150000000,1,18.54780973,18.5460191177,0.0017906123000024365,9.654036385256991e-05,18.5460220557,PASS,18.82614585,18.82614598,0.278336,0.278336,0.053484891,1.0,1,1,1.0,73,0.0,0,1.0,1.00691435885,1.11005227347,0.231267987395,-0.475864708767
160000000,1,18.61217567,18.6103757072,0.0017999627999998324,9.670888733879184e-05,18.6103786272,PASS,18.89068437,18.89068449,0.278509,0.278509,0.053294442,1.0,1,1,1.0,74,0.0002,0,1.0,1.00676848267,1.10972925332,0.230855871842,-0.475314976583
170000000,1,18.67264169,18.6708520765,0.0017896134999979552,9.584147383690064e-05,18.6708549644,PASS,18.951309,18.95130911,0.278667,0.278667,0.053099093,1.0,1,1,1.0,71,0.0006,1,1.0,1.0062973188,1.10907568071,0.230432387202,-0.473352214228
180000000,1,18.72963168,18.727826688,0.0018049920000002828,9.637092874216535e-05,18.7278295766,PASS,19.00846741,19.00846751,0.278836,0.278836,0.052951257,1.0,1,1,1.0,73,0.0004,0,1.0,1.00652224294,1.10916208418,0.230111385013,-0.474388019391
190000000,1,18.78356463,18.7817603296,0.001804300399999903,9.605740100673867e-05,18.7817631889,PASS,19.06253463,19.06253473,0.27897,0.27897,0.052777993,1.0,1,1,1.0,68,0.0008,0,1.0,1.00608231927,1.10855928865,0.229734598866,-0.472542182072
200000000,1,18.83470375,18.8328821306,0.0018216193999975872,9.671611638688967e-05,18.8328849983,PASS,19.11382792,19.11382802,0.279124,0.279124,0.052655653,1.0,1,1,1.0,69,0.0004,0,1.0,1.00645109069,1.10881271536,0.229468181386,-0.474195222635
210000000,1,18.88336668,18.8815529906,0.0018136894000022608,9.604693012306958e-05,18.8815558324,PASS,19.16261809,19.16261818,0.279252,0.279251,0.052501298,1.0,1,1,1.0,72,0.0008,0,1.0,1.00606232273,1.10827801264,0.229131603226,-0.4725581767
220000000,1,18.92972846,18.9278963977,0.0018320623000001035,9.678228104916533e-05,18.9278992599,PASS,19.2091381,19.20913819,0.27941,0.27941,0.052405949,1.0,1,1,1.0,74,0.0001,0,1.0,1.00667311183,1.10879842748,0.228923443281,-0.475261187395
230000000,1,18.97408283,18.9722518828,0.0018309472000019866,9.649727032429037e-05,18.9722547182,PASS,19.25358987,19.25358995,0.279507,0.279507,0.052262837,1.0,1,1,1.0,65,0.0005,0,1.0,1.00624722888,1.10823657355,0.228610654075,-0.473453759136
240000000,1,19.01652686,19.0146906112,0.0018362488000001065,9.656068184893078e-05,19.0146934387,PASS,19.29614948,19.29614956,0.279623,0.279623,0.0521464,1.0,1,1,1.0,69,0.0006,0,1.0,1.00622472931,1.1081031579,0.228355850379,-0.473397803118
250000000,1,19.05722057,19.0553726465,0.001847923499997961,9.696710457908927e-05,19.0553754817,PASS,19.33697148,19.33697155,0.279751,0.279751,0.052052453,1.0,1,1,1.0,69,0.0002,0,1.0,1.00653679891,1.10832554555,0.228150055062,-0.47479955908
260000000,1,19.09635194,19.0945064455,0.001845494500003042,9.664120695939802e-05,19.094509259,PASS,19.37619219,19.37619226,0.27984,0.27984,0.051929624,1.0,1,1,1.0,69,0.0006,0,1.0,1.00619837493,1.10786961301,0.227880711858,-0.473359996672
270000000,1,19.13397065,19.1321035176,0.0018671323999974732,9.758206668919884e-05,19.1321063456,PASS,19.41393252,19.41393259,0.279962,0.279962,0.051851937,1.0,1,1,1.0,74,0.0001,0,1.0,1.00665000579,1.10824677201,0.227710193064,-0.475370779632
280000000,1,19.17024904,19.1683864459,0.0018625941000003365,9.716066265565512e-05,19.1683892586,PASS,19.45030016,19.45030023,0.280051,0.280051,0.051744291,1.0,1,1,1.0,74,0.0003,0,1.0,1.00644199158,1.10793537439,0.227473704429,-0.474496050681
290000000,1,19.20527154,19.2034131177,0.0018584222999997735,9.676626004111024e-05,19.2034159009,PASS,19.48539148,19.48539155,0.28012,0.28012,0.051623885,1.0,1,1,1.0,72,0.0008,0,1.0,1.00591160899,1.10728908832,0.227208891503,-0.472204620197
300000000,1,19.23906331,19.2371966935,0.0018666164999991963,9.702221308399013e-05,19.2371994884,PASS,19.51929303,19.5192931,0.28023,0.28023,0.051553655,1.0,1,1,1.0,69,0.0004,0,1.0,1.00629089885,1.10760064475,0.22705428983,-0.473898312313
310000000,1,19.27176155,19.2698924858,0.0018690642000009916,9.69846059558054e-05,19.2698952769,PASS,19.55208286,19.55208292,0.280321,0.280321,0.05146863,1.0,1,1,1.0,72,0.0004,0,1.0,1.00631891822,1.10754653361,0.22686697793,-0.474051069869
320000000,1,19.30343474,19.3015803549,0.0018543850999996891,9.606503324287091e-05,19.301583121,PASS,19.58383155,19.58383161,0.280397,0.280397,0.0513625,1.0,1,1,1.0,68,0.0008,0,1.0,1.00587454818,1.10699944941,0.226632953948,-0.472126615087
330000000,1,19.33409975,19.3322057336,0.0018940164000014192,9.796248206495465e-05,19.332208531,PASS,19.61460321,19.61460327,0.280504,0.280503,0.051322579,1.0,1,1,1.0,68,0.0,0,1.0,1.00667202292,1.1077582313,0.226544862967,-0.475659566447
340000000,1,19.36390262,19.3620338465,0.0018687735000000316,9.650810255933995e-05,19.3620366062,PASS,19.64445618,19.64445623,0.280554,0.280554,0.051207363,1.0,1,1,1.0,74,0.0007,0,1.0,1.00594079832,1.10691516102,0.226290430781,-0.472468767896
350000000,1,19.3927996,19.3909192288,0.0018803711999986206,9.696233853716617e-05,19.3909219991,PASS,19.67344371,19.67344377,0.280644,0.280644,0.05114888,1.0,1,1,1.0,72,0.0004,0,1.0,1.00627461163,1.10719210293,0.226161173003,-0.473963331158
360000000,1,19.42088159,19.4190038685,0.001877721500001428,9.668569839632229e-05,19.4190066391,PASS,19.70161459,19.70161464,0.280733,0.280733,0.051080896,1.0,1,1,1.0,73,0.0003,0,1.0,1.00637612587,1.10722742254,0.22601082337,-0.474434900701
370000000,1,19.44823639,19.4463521147,0.0018842753000001267,9.68866925624677e-05,19.4463548663,PASS,19.72901356,19.72901362,0.280777,0.280777,0.050993459,1.0,1,1,1.0,70,0.0006,0,1.0,1.00605064427,1.10681667228,0.225817305324,-0.473022526441
380000000,1,19.47484552,19.4729567478,0.0018887721999973905,9.698522116941498e-05,19.4729594883,PASS,19.75568181,19.75568186,0.280836,0.280836,0.050916617,1.0,1,1,1.0,69,0.0007,0,1.0,1.00589248433,1.10658345217,0.22564709943,-0.472345766651
390000000,1,19.50075808,19.4988600454,0.0018980345999999315,9.73313238497409e-05,19.498862783,PASS,19.7816573,19.78165735,0.280899,0.280899,0.050851013,1.0,1,1,1.0,72,0.0007,0,1.0,1.00591731238,1.1065441057,0.225501684189,-0.472475875664
400000000,1,19.52600445,19.5241135207,0.0018909293000000105,9.684158911476693e-05,19.5241162508,PASS,19.80697511,19.80697515,0.280971,0.280971,0.050781788,1.0,1,1,1.0,72,0.0008,0,1.0,1.00583361071,1.10639259564,0.225348141015,-0.472125463996
410000000,1,19.5506204,19.5487184829,0.0019019170999996504,9.728167501015214e-05,19.5487212238,PASS,19.83166772,19.83166777,0.281047,0.281047,0.050734919,1.0,1,1,1.0,72,0.0004,0,1.0,1.00615805529,1.10667107677,0.22524412476,-0.473579840915
420000000,1,19.57467061,19.5727747915,0.0018958184999995353,9.685059522948138e-05,19.5727775114,PASS,19.85576527,19.85576532,0.281095,0.281095,0.05065379,1.0,1,1,1.0,72,0.0008,0,1.0,1.00576976424,1.10620312184,0.225063961619,-0.471879731767
430000000,1,19.59808505,19.5961789508,0.001906099200002842,9.725946158208156e-05,19.5961817032,PASS,19.87929577,19.87929581,0.281211,0.281211,0.050634185,1.0,1,1,1.0,74,0.0,0,1.0,1.00657193952,1.10698602668,0.225020403274,-0.475450337512
440000000,1,19.62105486,19.6191295935,0.001925266500002465,9.81224767852499e-05,19.6191323319,PASS,19.90228528,19.90228533,0.28123,0.28123,0.050563857,1.0,1,1,1.0,73,0.0002,0,1.0,1.00633630712,1.10668120397,0.224864078861,-0.474425281749
450000000,1,19.64349407,19.6415881706,0.0019058994000005214,9.702445976305484e-05,19.6415908742,PASS,19.92475814,19.92475819,0.281264,0.281264,0.050471596,1.0,1,1,1.0,76,0.0009,0,1.0,1.00563434328,1.10588832327,0.224658836982,-0.47132943751
460000000,1,19.66537862,19.6634450558,0.0019335641999980169,9.83232633025205e-05,19.6634477949,PASS,19.94673705,19.94673709,0.281358,0.281358,0.05045938,1.0,1,1,1.0,74,0.0001,0,1.0,1.00649998444,1.10674191376,0.22463164758,-0.475186443732
470000000,1,19.68686205,19.6849488215,0.0019132284999976434,9.718300941706673e-05,19.6849515264,PASS,19.96824325,19.9682433,0.281381,0.281381,0.050370351,1.0,1,1,1.0,72,0.0007,0,1.0,1.00580742149,1.10596143741,0.224433393595,-0.472128660141
480000000,1,19.70784661,19.7059445614,0.001902048600001649,9.651224903671244e-05,19.7059472644,PASS,19.98929666,19.9892967,0.28145,0.28145,0.050318625,1.0,1,1,1.0,72,0.0007,0,1.0,1.00583392274,1.10593678857,0.224318127266,-0.472261381009
490000000,1,19.72837922,19.7264519053,0.0019273147000014035,9.769250066156238e-05,19.7264546358,PASS,20.00991595,20.00991599,0.281537,0.281537,0.050300934,1.0,1,1,1.0,73,0.0,0,1.0,1.0065174615,1.10660282109,0.224278691083,-0.475314086143
500000000,1,19.74857885,19.7466645635,0.0019142864999999176,9.693287372928699e-05,19.746667255,PASS,20.03011866,20.0301187,0.28154,0.28154,0.05020989,1.0,1,1,1.0,72,0.0008,0,1.0,1.00571005442,1.10570522245,0.224075628601,-0.471739042334
510000000,1,19.768337,19.7664076709,0.0019293290999975454,9.759693493679036e-05,19.7664103652,PASS,20.04992128,20.04992132,0.281584,0.281584,0.050166737,1.0,1,1,1.0,72,0.0007,0,1.0,1.00583912791,1.10579148932,0.223979316868,-0.472327046955
520000000,1,19.78771445,19.7857770439,0.0019374060999979292,9.790954407055987e-05,19.7857797332,PASS,20.06933937,20.06933941,0.281625,0.281625,0.050115869,1.0,1,1,1.0,74,0.0007,0,1.0,1.00579238276,1.10569423681,0.223865733054,-0.472132270385
530000000,1,19.806698,19.8047818195,0.0019161805000003085,9.674406607301774e-05,19.8047845003,PASS,20.08838756,20.0883876,0.28169,0.28169,0.050061746,1.0,1,1,1.0,69,0.0008,0,1.0,1.0056597558,1.10550781388,0.223744817784,-0.471554223785
540000000,1,19.82533376,19.8234084223,0.0019253376999976979,9.711502077621002e-05,19.8234111126,PASS,20.1070797,20.10707973,0.281746,0.281746,0.050029104,1.0,1,1,1.0,73,0.0006,0,1.0,1.00593918132,1.10575476634,0.223671861285,-0.472812117429
550000000,1,19.84365293,19.841725802,0.001927128000001943,9.711558687304369e-05,19.8417284772,PASS,20.12542884,20.12542887,0.281776,0.281776,0.049969421,1.0,1,1,1.0,72,0.0008,0,1.0,1.00565602632,1.10541218217,0.223538405151,-0.471561842344
560000000,1,19.86155916,19.8596250868,0.0019340731999974992,9.73777126164701e-05,19.8596277985,PASS,20.14344734,20.14344738,0.281888,0.281888,0.049968266,1.0,1,1,1.0,70,0.0,0,1.0,1.00653313493,1.10628813998,0.223535821776,-0.475485938396
570000000,1,19.87928399,19.8773571796,0.0019268104000005337,9.692554324239188e-05,19.8773598425,PASS,20.16114692,20.16114695,0.281863,0.281863,0.049872876,1.0,1,1,1.0,69,0.001,0,1.0,1.0054943803,1.10515425078,0.223322353704,-0.470863077693
580000000,1,19.89659224,19.8946695912,0.0019226488000008146,9.663206527073174e-05,19.8946722769,PASS,20.17853866,20.1785387,0.281946,0.281946,0.049858268,1.0,1,1,1.0,70,0.0004,0,1.0,1.00606698843,1.10571227393,0.223289645308,-0.473431151663
590000000,1,19.9136544,19.9117397895,0.0019146104999983038,9.614561252997862e-05,19.9117424598,PASS,20.19563309,20.19563313,0.281979,0.281979,0.049801581,1.0,1,1,1.0,72,0.0007,0,1.0,1.00577445742,1.10536310469,0.223162673273,-0.472135878034
600000000,1,19.93044092,19.9285088785,0.0019320414999981494,9.693922516582987e-05,19.9285115418,PASS,20.21244021,20.21244025,0.281999,0.281999,0.049754989,1.0,1,1,1.0,73,0.0008,0,1.0,1.00566974047,1.10521178752,0.223058258715,-0.471678511811
610000000,1,19.94695032,19.9449994185,0.0019509014999989915,9.780449987098537e-05,19.9450020756,PASS,20.22896952,20.22896955,0.282019,0.282019,0.04971003,1.0,1,1,1.0,70,0.0009,0,1.0,1.00558268147,1.10507972022,0.222957457417,-0.471299419335
620000000,1,19.9631338,19.961157523,0.0019762770000006924,9.899633092679528e-05,19.9611602127,PASS,20.24523004,20.24523007,0.282096,0.282096,0.049708971,1.0,1,1,1.0,73,0.0001,0,1.0,1.00636955275,1.10586553085,0.222955082584,-0.474828963845
630000000,1,19.97912428,19.977167172,0.0019571079999991525,9.79576468203016e-05,19.9771698322,PASS,20.26123038,20.26123041,0.282106,0.282106,0.049639559,1.0,1,1,1.0,72,0.0007,0,1.0,1.00575854073,1.10518494938,0.222799364647,-0.472106146007
640000000,1,19.99481819,19.9928746022,0.001943587799999591,9.720457478186207e-05,19.9928772603,PASS,20.27697873,20.27697877,0.282161,0.282161,0.049601064,1.0,1,1,1.0,65,0.0007,0,1.0,1.00575971993,1.10514750442,0.222712958582,-0.47212117827
650000000,1,20.01029483,20.0083481462,0.0019466837999999598,9.728411382931931e-05,20.0083507944,PASS,20.29248292,20.29248295,0.282188,0.282188,0.049554582,1.0,1,1,1.0,71,0.0009,0,1.0,1.00558550889,1.10492661561,0.222608580143,-0.471350275643
660000000,1,20.02551201,20.023554999,0.001957010999998232,9.772589080473814e-05,20.0235576602,PASS,20.30775039,20.30775042,0.282238,0.282238,0.049534252,1.0,1,1,1.0,71,0.0005,0,1.0,1.00592922552,1.10524990292,0.222562912416,-0.472899558043
670000000,1,20.04049712,20.0385126058,0.0019845142000001204,9.90251982332123e-05,20.0385152846,PASS,20.32278827,20.3227883,0.282291,0.282291,0.049519511,1.0,1,1,1.0,72,0.0001,0,1.0,1.0063745373,1.10568039646,0.222529793538,-0.474904482608
680000000,1,20.05530957,20.0533527323,0.0019568376999998804,9.757205158912342e-05,20.0533553737,PASS,20.33760336,20.33760339,0.282294,0.282294,0.049444192,1.0,1,1,1.0,72,0.0009,0,1.0,1.00557636516,1.10480644215,0.222360495692,-0.471335710182
690000000,1,20.06984984,20.0678740952,0.0019757447999992905,9.844342711830128e-05,20.0678767594,PASS,20.35220216,20.35220219,0.282352,0.282352,0.049436357,1.0,1,1,1.0,73,0.0003,0,1.0,1.0061387315,1.10536091872,0.222342877266,-0.473866849348
700000000,1,20.08420401,20.0822656237,0.0019383863000008716,9.651297602014707e-05,20.0822682612,PASS,20.36659089,20.36659092,0.282387,0.282387,0.049374016,1.0,1,1,1.0,74,0.0008,0,1.0,1.00558038462,1.10473975082,0.222202641975,-0.471370411668
710000000,1,20.09833811,20.0964150641,0.00192304589999992,9.56818364520946e-05,20.0964176986,PASS,20.38077553,20.38077556,0.282437,0.282437,0.049338498,1.0,1,1,1.0,72,0.0009,0,1.0,1.00555685263,1.10468039215,0.222122705115,-0.471272813369
720000000,1,20.11232814,20.1103456119,0.001982528099997438,9.857278014744235e-05,20.1103482587,PASS,20.39476177,20.3947618,0.282434,0.282434,0.049320519,1.0,1,1,1.0,72,0.0005,0,1.0,1.00588023538,1.10498562991,0.22208223061,-0.472733138608
730000000,1,20.12605361,20.1241210027,0.0019326072999987787,9.602514916478843e-05,20.1241236355,PASS,20.40855509,20.40855512,0.282502,0.282501,0.049273809,1.0,1,1,1.0,72,0.0008,0,1.0,1.00560724557,1.1046654682,0.221977042009,-0.471514834379
740000000,1,20.1396581,20.1376949629,0.0019631370999988462,9.747618803910313e-05,20.1376975912,PASS,20.42216074,20.42216077,0.282503,0.282503,0.04923807,1.0,1,1,1.0,69,0.0009,0,1.0,1.00554778027,1.10456988058,0.221896525895,-0.471255149949
750000000,1,20.15301225,20.1510550975,0.001957152500001058,9.71146385325627e-05,20.1510577429,PASS,20.43558376,20.43558379,0.282572,0.282572,0.049226849,1.0,1,1,1.0,71,0.0004,1,1.0,1.0059793962,1.10499014981,0.221871240198,-0.473203060118
760000000,1,20.1662516,20.164287026,0.00196457399999872,9.74188976199583e-05,20.1642896571,PASS,20.44882899,20.44882902,0.282577,0.282577,0.049181101,1.0,1,1,1.0,69,0.0007,0,1.0,1.00569592395,1.10466039061,0.221768120458,-0.471936139393
770000000,1,20.17927726,20.1773119294,0.001965330600000925,9.73935079378024e-05,20.1773145674,PASS,20.46190107,20.4619011,0.282624,0.282624,0.049159399,1.0,1,1,1.0,72,0.0005,0,1.0,1.00589475914,1.10483725325,0.221719185624,-0.472837986269
780000000,1,20.19217903,20.1902065224,0.001972507599997897,9.768671311141287e-05,20.1902091419,PASS,20.47480448,20.4748045,0.282625,0.282625,0.049109731,1.0,1,1,1.0,72,0.0009,0,1.0,1.00551214017,1.10440431104,0.221607150826,-0.471123384999
790000000,1,20.20488935,20.2029129937,0.001976356299998372,9.781574478151607e-05,20.2029156117,PASS,20.4875435,20.48754353,0.282654,0.282654,0.049079456,1.0,1,1,1.0,72,0.0009,0,1.0,1.00551748992,1.10437896174,0.22153883253,-0.471154246645
800000000,1,20.21741433,20.2154608048,0.0019535252000011383,9.662586758695261e-05,20.2154634202,PASS,20.50012229,20.50012231,0.282708,0.282708,0.049048451,1.0,1,1,1.0,72,0.0009,0,1.0,1.00549924342,1.10432925662,0.221468845078,-0.471078704451
810000000,1,20.22983415,20.2278358056,0.0019983443999969097,9.878204562526826e-05,20.2278384313,PASS,20.51254481,20.51254483,0.282711,0.282711,0.049032079,1.0,1,1,1.0,72,0.0006,0,1.0,1.0057727174,1.10458611116,0.221431879728,-0.472317316206
820000000,1,20.24207181,20.2400910492,0.0019807607999986487,9.785365937789591e-05,20.2400936612,PASS,20.5248149,20.52481492,0.282743,0.282743,0.048989404,1.0,1,1,1.0,72,0.0009,0,1.0,1.00549844907,1.10426849716,0.221335497336,-0.471088001749
830000000,1,20.25412455,20.2521531393,0.001971410700001286,9.733378972438904e-05,20.2521557687,PASS,20.53693626,20.53693628,0.282812,0.282812,0.04898165,1.0,1,1,1.0,67,0.0004,0,1.0,1.0059330239,1.10469519213,0.221317980289,-0.47305326026
840000000,1,20.26606422,20.2641077025,0.0019565175000018087,9.654156222750827e-05,20.2641103254,PASS,20.54891245,20.54891247,0.282848,0.282848,0.048947749,1.0,1,1,1.0,74,0.0005,0,1.0,1.00582300882,1.1045507114,0.22124137818,-0.472564003457
850000000,1,20.27788294,20.2759040338,0.001978906200001518,9.758938868800461e-05,20.2759066596,PASS,20.56074691,20.56074693,0.282864,0.282864,0.0489246,1.0,1,1,1.0,61,0.0004,0,1.0,1.00592631815,1.10463047268,0.221189055871,-0.473036390843
860000000,1,20.28949297,20.2875064021,0.0019865679000012904,9.791116529814841e-05,20.2875090526,PASS,20.57244295,20.57244297,0.28295,0.28295,0.048925712,1.0,1,1,1.0,76,0.0002,0,1.0,1.00652141877,1.10522670473,0.221191569581,-0.475726561032
870000000,1,20.30107508,20.2991183801,0.001956699899999137,9.638405317395324e-05,20.2991209933,PASS,20.58400377,20.58400379,0.282929,0.282929,0.048858903,1.0,1,1,1.0,69,0.0006,0,1.0,1.00571184353,1.10434910889,0.221040497362,-0.472081406487
880000000,1,20.31253701,20.310527535,0.0020094750000012596,9.892781975053049e-05,20.3105301402,PASS,20.59543247,20.59543249,0.282895,0.282895,0.048824536,1.0,1,1,1.0,73,0.0008,0,1.0,1.00556243384,1.10416467337,0.220962744579,-0.47141283281
890000000,1,20.32378419,20.3217849793,0.0019992107000028625,9.836803428500007e-05,20.3217875922,PASS,20.60673202,20.60673204,0.282948,0.282948,0.048808106,1.0,1,1,1.0,73,0.0006,0,1.0,1.00577556078,1.10436104679,0.220925563275,-0.472381037483
900000000,1,20.33495251,20.3329437306,0.0020087794000005488,9.878456313151964e-05,20.3329463329,PASS,20.61790532,20.61790534,0.282953,0.282953,0.04877159,1.0,1,1,1.0,72,0.0008,0,1.0,1.00556802499,1.10411625617,0.220842904631,-0.471449405811
910000000,1,20.34594337,20.3439617663,0.0019816036999991127,9.739551830862649e-05,20.3439643701,PASS,20.62895516,20.62895518,0.283012,0.283012,0.048748808,1.0,1,1,1.0,73,0.0007,0,1.0,1.00563697421,1.10416194859,0.220791318991,-0.471766503628
920000000,1,20.35685025,20.3548816522,0.0019685978000012483,9.67044398237025e-05,20.354884238,PASS,20.63988423,20.63988425,0.283034,0.283034,0.048704606,1.0,1,1,1.0,77,0.0011,0,1.0,1.00525742921,1.10373725001,0.220691197285,-0.470056129489
930000000,1,20.36760965,20.3656282077,0.0019814422999999692,9.728398835451804e-05,20.3656308199,PASS,20.65069514,20.65069517,0.283086,0.283085,0.048710041,1.0,1,1,1.0,67,0.0004,0,1.0,1.00589620715,1.10438158211,0.220703510559,-0.472949351138
940000000,1,20.37827282,20.3763020433,0.0019707766999985665,9.670970240737834e-05,20.3763046512,PASS,20.66139043,20.66139046,0.283118,0.283118,0.048681666,1.0,1,1,1.0,71,0.0005,0,1.0,1.00583090817,1.1042872793,0.220639218156,-0.472659757281
950000000,1,20.38885062,20.3868772593,0.001973360699999205,9.678626504151634e-05,20.3868798533,PASS,20.67197254,20.67197256,0.283122,0.283122,0.048642858,1.0,1,1,1.0,72,0.0008,0,1.0,1.00554382497,1.10396050128,0.220551256183,-0.471366625066
